ABS,ABS_cs_rank,ABS_cs_z,AMT_cs_rank,AMT_cs_z,CBP_cs_rank,High_30D,High_52W,Low_30D,Low_52W,MarketTrend,Momentum_126D,Momentum_252D,Momentum_252D_cs_z,Momentum_63D,Momentum_63D_cs_rank,Momentum_63D_cs_z,RSE,RSE_cs_rank,RSE_cs_z,Ret_1D,Ret_1D_cs_rank,Ret_1D_cs_z,Ret_5D,Ret_5D_cs_rank,SMA_Slope_3M,SMC,SMC_cs_rank,SellScore,TSS_cs_rank,Ticker,VAM,VAM_cs_rank,VAM_cs_z,Volatility_252D,Volatility_252D_cs_rank,Volatility_30D,Volume_SMA20,avg_close_past_3_days,avg_volatility_30D,current_price,pos_30d,pos_30d_cs_rank,pos_30d_cs_z,pos_52w,pos_52w_cs_rank,pos_52w_cs_z,rsi,momentum,macd,macd_signal,ma50,ma200,atr,support,resistance,volume,Price_EMA20_Ratio,Volume_EMA20_Ratio,days_since_buy,past_peak_pnl,dd_from_past_peak,macd_hist,price_ma50_ratio,price_ma200_ratio,ma50_ma200_ratio,mom_atr,ret1d_vol30,rsi_centered,rsi_overbought,ema_volume_thrust,vol_regime,price_vs_support,macd_hist_vol,trend_strength,peak_risk,overbought_drawdown,macd_overbought,ema20_pullback,vol_spike_down,trend_exhaust,peak_velocity,momentum_reversal,rsi_reversal,squeeze_break,avg_price,avg_price_ron,shares,invested_lei,pnl_pct,Timestamp,buy_time
0.01943049567373474,0.15384615384615385,-1.4709607796518709,0.3076923076923077,-0.4011211110940687,0.07692307692307693,23.09000015258789,23.40999984741211,15.34000015258789,7.190000057220459,1,1.1341376415316293,2.0834419013405903,-0.6756386000883674,0.9236994362406399,0.07692307692307693,-1.5705336449156977,-0.014728398280356454,0.07692307692307693,-1.7669729197899697,-0.022630020220228197,0.9230769230769231,0.6989678952465409,-0.03618820170269399,0.38461538461538464,0.14261144604578943,39.66531172258903,0.46153846153846156,,0.15384615384615385,KEP,0.8917268535335613,0.07692307692307693,-1.5578031060261492,0.03292790215976553,0.5384615384615384,0.035854681935823605,798614.9,16.28333346048991,0.03605922110145716,15.979999542236328,0.08258056640625,0.15384615384615385,-1.3372915084690618,0.5419235264313162,0.15384615384615385,-1.4482067135759225,14.721920277420367,-0.37000083923339844,-1.2086820191877479,-0.6660616773949266,19.6907999420166,15.555049948692321,1.0257142611912318,15.979999542236328,22.899999618530273,0.5728643430018648,0.8582802735079351,0.5607945404718141,37,39.46969351648302,1.0677921323493922,-0.5426203417928213,0.8115464881717631,1.027319076116482,1.2658782843491905,-0.36072506080172007,-0.6311594190330215,-0.7055615944515927,0.0,-0.06309291539535286,1.0888844895692837,0.0,-0.3042985252263639,0.45433179617742736,3.951421790648249,0.0,-0.0,-0.003207120276120638,0.012690791790270732,0.0,1.0386761451706057,-0.008373126473353209,0.0,-0.15431641204321056,16.419337449697537,71.89725719391,37.147282903371604,2670.7877529586435,-1.6825791284681841,2026-03-12T20:46:16Z,2026-02-02T23:25:32Z
0.028299076067916488,0.3076923076923077,-0.6390229527137582,0.38461538461538464,-0.22751363768851793,0.46153846153846156,39.79899978637695,39.79899978637695,25.899999618530273,9.300000190734863,1,1.679581739330666,2.245888142157707,-0.445671158442499,1.1183455929819568,0.23076923076923078,-0.7963658057441887,0.06461533645186902,0.23076923076923078,-0.7500526852433348,-0.024642876216343423,0.8461538461538461,0.5847214006209088,-0.05567083700222042,0.3076923076923077,0.3125080361133886,32.15833097903083,0.23076923076923078,,0.3076923076923077,ERO,1.0672020504927935,0.3076923076923077,-0.811992140763128,0.035634290452024014,0.6923076923076923,0.04792301745067587,1493985.05,27.799999872843426,0.048502268262996646,27.309999465942383,0.10144613500141826,0.23076923076923078,-1.2556671088002875,0.5905111483650406,0.23076923076923078,-1.0708324146850003,39.8571423121861,-0.6900005340576172,-0.9362630121355267,-0.3526169979771732,31.25119998931885,21.712900009155273,1.992642538888114,27.309999465942383,34.41999816894531,0.4916387884872074,0.9026755332328743,0.4822122418548807,37,8.143671503291161,3.4458942746806405,-0.5836460141583535,0.8738864259700906,1.2577776093671083,1.439291848446856,-0.34627411620080867,-0.5142179588692798,-0.20285715375627802,0.0,-0.038300655051470005,1.3448567894230052,0.0,-0.2814412529369651,0.5654054224767654,7.62597767879458,0.0,-0.0,-0.0023983547873639077,0.011883096586035282,0.0,0.21430714482345162,-0.017003597749992716,0.0,-0.13088746990874264,34.10278248874957,146.22045754154226,35.11594811239873,5134.67,-17.381065320395102,2026-03-12T20:46:16Z,2026-02-02T23:25:32Z
0.03494115371738188,0.46153846153846156,-0.015947398290678733,0.8461538461538461,0.7330502711915768,0.8461538461538461,6.541897958023183,6.541897958023183,5.139999866485596,1.4787659645080566,1,2.4426045594161843,3.1446973523905744,0.8267304284781687,1.4278946780259647,0.7692307692307693,0.43480644187702044,0.17924062276337963,0.8461538461538461,0.7190585613379753,-0.031971634372454316,0.5384615384615384,0.16875278144962963,0.0018381896947601284,0.7692307692307693,0.6827064256255067,58.80856028395443,0.9230769230769231,,0.8461538461538461,ARG.TO,1.366997287697105,0.7692307692307693,0.4622083110109786,0.02819564994779295,0.15384615384615385,0.04454828906899282,855517.1,5.526666641235352,0.04443405552958692,5.449999809265137,0.2211287287220259,0.3076923076923077,-0.7378443983971458,0.7843433372551708,0.6153846153846154,0.43463921520217114,38.522507965352816,-0.18000030517578125,-0.020832187817155123,0.058372425534927365,5.609787015914917,3.351127249598503,0.287153362124713,5.400000095367432,6.383065700531006,0.5995695468857373,0.9578624951999382,0.588592951601312,37,13.37594494726475,1.2390232228183287,-0.07920461335208248,0.971516350585777,1.6263183709058193,1.6740000000259683,-0.6268438016672279,-0.7176848997037621,-0.22954984069294368,0.0,-0.01950328882684951,1.5799702844757404,0.009174259751845186,-0.046619277153342915,0.7024836494401913,3.302686182191367,0.0,-0.0,-0.001347204896835116,0.018818278642800845,0.0,0.35199855124380924,-0.005754903944010274,0.0,-0.06657600544605159,5.63,17.758708856105805,112.62080009337838,2000.0,-0.43851215393481197,2026-03-12T20:46:17Z,2026-02-02T23:25:32Z
0.04820410471467576,0.9230769230769231,1.2282145916839733,0.15384615384615385,-0.676516900378189,0.38461538461538464,70.43000030517578,70.43000030517578,51.029998779296875,25.450000762939453,1,1.9368237461399758,1.82575132023547,-1.0404389388028692,1.3318583989320076,0.5384615384615384,0.05284052016067831,0.1256195629525881,0.46153846153846156,0.03181663979930393,-0.035958671319164415,0.46153846153846156,-0.05754507392781802,0.23016903154739654,1.0,0.3303865519833504,32.27827861481121,0.3076923076923077,,0.38461538461538464,DOCN,1.264604498890843,0.5384615384615384,0.027014813702564658,0.04449380866368432,1.0,0.053181765603516,3498180.65,65.64000066121419,0.051649196745622246,66.22000122070312,0.7829897549824072,1.0,1.6931222981237777,0.9064028651107598,1.0,1.382661096377806,52.86314316276675,-2.470001220703125,0.9638115788104145,0.3174490424155036,57.699000396728515,41.57575004577637,5.218164716448102,52.2599983215332,68.86000061035156,0.7215216286786105,1.102101998621574,0.741503894953621,15,11.0830042921779,0.3604074432513664,0.6463625363949108,1.1476802156949975,1.592755419873185,1.3878041967541146,-0.4733467329840067,-0.6761466249023347,0.05726286325533494,0.0,0.05664098647014133,1.1952621544606667,0.21081248326533472,0.47928033828892797,0.535484412449112,0.8980632170942969,0.0,0.0,0.0036714522094629613,0.026663494840517474,0.3424918444573674,0.6926877682611188,-0.08881796205319856,0.0,0.12203865484716268,61.83664447959406,267.325913914015,7.481504395579462,2000.0,9.575676803165084,2026-03-12T20:46:17Z,2026-02-24T15:19:05Z
0.04646013433413138,0.8461538461538461,1.064617390762575,0.5384615384615384,0.05627770425548654,0.6153846153846154,14.5,14.5,7.769999980926514,3.0799999237060547,1,2.145648255445133,2.5114345254493746,-0.06974973301137544,1.763503663049178,1.0,1.7696269546049441,0.2273752303170406,0.9230769230769231,1.3359825890318529,-0.051805326473265856,0.23076923076923078,-0.9569759355450329,-0.030497601386639372,0.5384615384615384,0.8886529854610599,35.49087699548931,0.38461538461538464,,0.6923076923076923,OIS,1.6653280000794684,1.0,1.7301841869473806,0.04182712129779092,0.7692307692307693,0.05895274862671193,1655101.85,12.433333079020182,0.058368752935693914,12.079999923706055,0.6404160372309917,0.9230769230769231,1.0762580853491313,0.7880910630362017,0.6923076923076923,0.46374735700382436,46.37681537782756,-0.6599998474121094,0.8641372714966415,1.034110935502782,9.743200006484985,6.77769999742508,0.8064284324645996,9.0600004196167,14.390000343322754,0.5639151451616105,1.0178177942243176,0.6458408696552161,15,-0.8124054270621683,0.0,-0.16997366400614045,1.2398390585911936,1.7823155241889395,1.4375378093138573,-0.8184233353417656,-0.878760154192242,-0.07246369244344876,0.0,0.00887774128386239,1.4094383452065464,0.24999996052672507,-0.10977593898020925,0.6773768679050509,0.0,0.0,-0.0,0.000923056646824245,0.033457997102266414,0.6773768679050509,-0.05077533919138552,-0.034191507567489975,0.0,0.025113082406752984,13.54,58.57268705368042,17.072803900622226,1000.0,-8.769969267679743,2026-03-12T20:46:17Z,2026-02-24T16:00:41Z
0.03855493135200865,0.6153846153846154,0.3230514243801212,0.6923076923076923,0.4456050697487552,0.23076923076923078,107.04000091552734,107.04000091552734,68.97000122070312,22.579999923706055,1,3.0027173886635468,2.8757320163982345,0.4459689537992022,1.5168154320085834,0.8461538461538461,0.7884717241549155,0.1773079826660791,0.7692307692307693,0.6942886053020786,-0.037246767374342404,0.38461538461538464,-0.13065535073311704,0.01996080989365323,0.8461538461538461,0.7705750148262877,48.00444501211945,0.5384615384615384,,0.9230769230769231,FORM,1.4453107686477058,0.8461538461538461,0.7950590718763125,0.04425620732636586,0.9230769230769231,0.04947355607664941,1283343.55,90.41666666666667,0.04914903664614406,88.4000015258789,0.5103756359582365,0.6153846153846154,0.5136209385793449,0.7793038222737714,0.5384615384615384,0.3954978998389697,43.336221455174325,-3.4199981689453125,1.7981208288895232,3.579278379161443,82.13079986572265,50.371649961471554,6.059998648507254,85.01000213623047,105.83000183105469,0.5903882869088327,0.9729177120153082,0.5756533626685322,0,-12.461363379444501,0.0,-1.78115755027192,1.0763319201859218,1.7549554480247245,1.630496517952919,-0.5643562593512711,-0.7528621414768724,-0.1332755708965135,0.0,-0.0123135044114757,1.1178896490566486,0.038348408723228616,-1.025329333256476,0.7068284381388408,0.0,0.0,-0.0,-0.0010087276805307642,0.02144122688757278,0.7068284381388408,-12.461363379444501,-0.12738387621938302,0.0,-0.030275009410858218,100.98398254596661,437.7021315156888,14.850281805783295,6500.0,-10.66129589290859,2026-03-12T20:46:17Z,2026-03-11T17:03:22Z
0.035535779135255935,0.5384615384615384,0.03983282312027594,0.23076923076923078,-0.5899413272971537,0.7692307692307693,6.265854089613477,6.265854089613477,4.691919566271173,2.5062862547422364,1,1.1796435109087637,1.9067609456722059,-0.9257574526898754,1.1202741873685609,0.3076923076923077,-0.7886951906449147,0.06507143179687795,0.3076923076923077,-0.7442070745371157,-0.028571446736653683,0.6153846153846154,0.36174200631686165,-0.017341069671604314,0.6923076923076923,0.2955746757786778,30.130365432016045,0.15384615384615385,,0.23076923076923078,BTG,1.0653968359760932,0.23076923076923078,-0.8196647281403618,0.03391739345139317,0.6153846153846154,0.05150883646297872,33157010.95,5.239999930063884,0.051868860064730384,5.099999904632568,0.2592740246238599,0.38461538461538464,-0.572803686135105,0.6898967551091315,0.38461538461538464,-0.29891619050635115,44.30157571296138,-0.15000009536743164,0.01575437080451536,0.10961552743578062,5.1537673282623295,4.412614539861679,0.33102426588372147,5.000729084014893,6.186161041259766,0.795382884174003,0.9421091404482798,0.8167262027419842,37,19.65495244216182,1.068886812744415,-0.09386115663126526,0.9895673552558513,1.155777342108934,1.1679622776259724,-0.45313927354232697,-0.5546901987815047,-0.1139684857407724,0.0,-0.03456293252737395,1.5186555103886668,0.01946486715176278,-0.07665886604042388,0.1783949223701211,3.2365412955975668,0.0,-0.0,-0.001654025610221074,0.023335049200072018,0.0,0.5172355905832058,-0.004285719735283546,0.0,-0.08791627285935633,5.17,22.342154092788693,660.0988400111418,14748.03,0.9743724608139995,2026-03-12T20:46:17Z,2026-02-02T23:25:32Z
0.039405937383862215,0.6923076923076923,0.4028820260529609,0.6153846153846154,0.35364139518049675,0.9230769230769231,32.59307359874784,32.59307359874784,22.63740884369073,8.648818603709772,1,2.016636914110268,2.7896806907710014,0.32415017175050603,1.3606879161778433,0.6153846153846154,0.16750440792614804,0.15239095387703477,0.6153846153846154,0.37493597026574305,-0.027109492992352102,0.6923076923076923,0.44472016814941434,-0.03421789900494787,0.46153846153846156,0.4846026710268818,52.24633743470999,0.7692307692307693,,0.5384615384615384,EFX.TO,1.299564939938942,0.6153846153846154,0.17560493205508249,0.029146065273169892,0.23076923076923078,0.047033414306924134,768368.65,29.362332661946613,0.04670207414600707,28.709999084472656,0.6099633113597235,0.7692307692307693,0.9445003037068307,0.8378285515636269,0.8461538461538461,0.8500525333970012,57.53778829237837,-0.8000011444091797,1.3716011497512213,1.5876186064734379,25.1738330078125,17.336453075408937,1.5401519749168335,24.614561080932617,31.894081115722656,1.0895460141430808,1.0091289129264234,1.0847887139644377,2,-1.1707317579249255,0.0,-0.21601745672221662,1.1404699107824674,1.6560480370230193,1.4520751677585408,-0.5194300026478743,-0.5763879444397707,0.15075576584756745,0.0,0.006706715764153794,1.613714025070144,0.14264848952067682,-0.23433329907156192,0.5925450785410082,0.0,0.0,-0.0,0.0002474802010066669,0.029408072039401573,0.5925450785410082,-0.3902439193083085,-0.021687625418234317,0.0,0.014731454823013527,30.220803213202306,97.02810863400524,25.92265386872785,2515.226075656642,-4.006485750021536,2026-03-12T20:46:18Z,2026-03-09T18:47:11Z
0.0338897856853522,0.38461538461538464,-0.11457342376515088,0.7692307692307693,0.4572369269943536,0.6923076923076923,45.7400016784668,45.7400016784668,31.700000762939453,8.897152273911033,1,2.197812791797308,2.886616060997252,0.4613769797319999,1.3990629042223528,0.6923076923076923,0.3201335790848314,0.158101840611751,0.6923076923076923,0.4481303604382814,-0.02476863924438677,0.7692307692307693,0.5775832918167085,-0.02370569247408061,0.6153846153846154,0.49915924591719785,48.775300048615165,0.6153846153846154,,0.7692307692307693,LUN.TO,1.33707656275141,0.6923076923076923,0.33503817449132806,0.032404087982354786,0.38461538461538464,0.04635960512492165,3329928.4,36.30666732788086,0.04622510099430715,35.83000183105469,0.2941596010544214,0.46153846153846156,-0.42186658509416347,0.731019722752858,0.46153846153846156,0.020481023541984257,40.451751813596815,-0.9099998474121094,0.2711894148358027,1.0126113189352004,35.62940010070801,23.119184222221374,2.273571423121861,33.97999954223633,44.40999984741211,0.909469404807623,0.9573727671439616,0.9528327260939912,10,-4.326920980935567,0.0,-0.7414219040993977,1.005630230365363,1.5497952473866317,1.5411183957979901,-0.40025126906397357,-0.534272006365124,-0.1909649637280637,0.0,-0.028529596969391825,1.4306714989221778,0.05163277126084096,-0.7064510540688268,0.5467486261633532,0.0,0.0,-0.0,-0.0010558185525976864,0.02360037005286766,0.5467486261633532,-0.3933564528123243,-0.022539457932997546,0.0,-0.060985567125053194,43.68,137.98555389404297,14.49427091140113,2000.0,-15.75978096330333,2026-03-12T20:46:18Z,2026-03-01T18:27:33Z
0.040847613303526945,0.7692307692307693,0.5381217914320671,1.0,1.7389750796345977,1.0,81.27999877929688,81.27999877929688,54.560001373291016,14.010000228881836,1,2.331078830455346,4.085951207831005,2.1592188873439917,1.7419762657767184,0.9230769230769231,1.6840058516331784,0.24353418979714375,1.0,1.543086186058047,0.000580649091040053,1.0,2.0163684504004786,-0.10677721989483557,0.07692307692307693,0.84107367146831,69.25644467100942,1.0,,1.0,ENLT,1.6589726882000833,0.9230769230769231,1.7031726128363516,0.030236717798109023,0.3076923076923077,0.05003311878912869,223851.45,69.28333282470703,0.050083865096280926,68.93000030517578,0.5377994134331322,0.6923076923076923,0.6322735708467716,0.8164114948677237,0.7692307692307693,0.6837087932989955,48.128338018831236,0.04000091552734375,3.2305618301618466,4.211898689986457,61.15519973754883,37.75514983177185,3.7691072736467635,64.11000061035156,78.36000061035156,0.5196705225720003,0.986334466446877,0.5299778459777161,8,6.395112845012307,2.0021229475959483,-0.9813368598246104,1.1271322896661768,1.8257112105848288,1.619784321080492,0.010612835513339277,0.011605294754605979,-0.037433239623375275,0.0,-0.005811312632243934,1.6547139515340423,0.06992600715921217,-0.520086795148383,0.7469166107466689,4.005886346006852,0.0,-0.0,-0.0,0.0,0.0,0.7105680938902563,0.0,0.0,-0.022612549025509292,73.65,325.55509550571446,4.607515043405827,1500.0,-6.340934371353963,2026-03-12T20:46:18Z,2026-03-03T15:48:50Z
